timestamp,strategy,requested,filled,fill_eff,latency_ms,capital_util,readiness
1771231254.5435147,momentum,10000.0,8461.91106196167,0.846191106196167,44.151497101170605,0.846191106196167,True
1771231254.5446458,mean_revert,0.0,0.0,1.0,44.151497101170605,0.846191106196167,True
1771231254.5458868,vol_breakout,0.0,0.0,1.0,44.151497101170605,0.846191106196167,True
1771231255.5768752,momentum,10000.0,8242.90925294195,0.824290925294195,22.06742305542602,0.824290925294195,True
1771231255.5776803,mean_revert,0.0,0.0,1.0,22.06742305542602,0.824290925294195,True
1771231255.578474,vol_breakout,0.0,0.0,1.0,22.06742305542602,0.824290925294195,True
1771231256.6230605,momentum,10000.0,7788.659064804857,0.7788659064804857,35.64564284648653,0.7788659064804857,True
1771231256.6240194,mean_revert,0.0,0.0,1.0,35.64564284648653,0.7788659064804857,True
1771231256.6250403,vol_breakout,0.0,0.0,1.0,35.64564284648653,0.7788659064804857,True
1771231257.651579,momentum,10000.0,8191.928628268507,0.8191928628268507,18.762593813325168,0.8191928628268507,True
1771231257.6525714,mean_revert,0.0,0.0,1.0,18.762593813325168,0.8191928628268507,True
1771231257.6536593,vol_breakout,0.0,0.0,1.0,18.762593813325168,0.8191928628268507,True
1771231258.7182198,momentum,10000.0,7879.193403910856,0.7879193403910857,49.72267898233622,0.7879193403910857,True
1771231258.7200727,mean_revert,0.0,0.0,1.0,49.72267898233622,0.7879193403910857,True
1771231258.722395,vol_breakout,0.0,0.0,1.0,49.72267898233622,0.7879193403910857,True
